Old	New
MIR3689D1	MIR3689D1
MIR3689D2	MIR3689D2
MIR3689E	MIR3689E
MIR3689F	MIR3689F
MIR3690	MIR3690
MIR3690-2	MIR3690
MIR3690-1	MIR3690
MIR3691	MIR3691
MIR3692	MIR3692
MIR3713	MIR3713
MIR3714	MIR3714
MIR3907	MIR3907
MIR3908	MIR3908
MIR3909	MIR3909
MIR3910-1	MIR3910-1
MIR3910-2	MIR3910-2
MIR3911	MIR3911
MIR3912	MIR3912
MIR3913-1	MIR3913-1
MIR3913-2	MIR3913-2
MIR3914-1	MIR3914-1
MIR3914-2	MIR3914-2
MIR3915	MIR3915
MIR3916	MIR3916
MIR3917	MIR3917
MIR3918	MIR3918
MIR3919	MIR3919
MIR3920	MIR3920
MIR3921	MIR3921
MIR3922	MIR3922
MIR3923	MIR3923
MIR3924	MIR3924
MIR3925	MIR3925
MIR3926-1	MIR3926-1
MIR3926-2	MIR3926-2
MIR3927	MIR3927
MIR3928	MIR3928
MIR3929	MIR3929
MIR3934	MIR3934
MIR3935	MIR3935
MIR3936	MIR3936
MIR3936HG	MIR3936HG
MIR3937	MIR3937
MIR3938	MIR3938
MIR3939	MIR3939
MIR3940	MIR3940
MIR3941	MIR3941
MIR3942	MIR3942
MIR3943	MIR3943
MIR3944	MIR3944
MIR3945	MIR3945
MIR3945HG	MIR3945HG
MIR3960	MIR3960
MIR3972	MIR3972
MIR3973	MIR3973
MIR3974	MIR3974
MIR3975	MIR3975
MIR3976	MIR3976
MIR3976HG	MIR3976HG
MIR3977	MIR3977
MIR3978	MIR3978
MIR4251	MIR4251
MIR4252	MIR4252
MIR4253	MIR4253
MIR4254	MIR4254
MIR4255	MIR4255
MIR4256	MIR4256
MIR4257	MIR4257
MIR4258	MIR4258
MIR4259	MIR4259
MIR4260	MIR4260
MIR4261	MIR4261
MIR4262	MIR4262
MIR4263	MIR4263
MIR4264	MIR4264
MIR4265	MIR4265
MIR4266	MIR4266
MIR4267	MIR4267
MIR4268	MIR4268
MIR4269	MIR4269
MIR4270	MIR4270
MIR4271	MIR4271
MIR4272	MIR4272
MIR4273	MIR4273
MIR4274	MIR4274
MIR4275	MIR4275
MIR4276	MIR4276
MIR4277	MIR4277
MIR4278	MIR4278
MIR4279	MIR4279
MIR4280	MIR4280
MIR4280HG	MIR4280HG
MIR4281	MIR4281
MIR4282	MIR4282
MIR4283-1	MIR4283-1
MIR4283-2	MIR4283-2
MIR4284	MIR4284
MIR4285	MIR4285
MIR4286	MIR4286
MIR4287	MIR4287
MIR4288	MIR4288
MIR4289	MIR4289
MIR4290	MIR4290
MIR4290HG	MIR4290HG
MIR4291	MIR4291
MIR4292	MIR4292
MIR4293	MIR4293
MIR4294	MIR4294
MIR4295	MIR4295
MIR4296	MIR4296
MIR4297	MIR4297
MIR4298	MIR4298
MIR4299	MIR4299
MIR4300	MIR4300
MIR4300HG	MIR4300HG
MIR4301	MIR4301
MIR4302	MIR4302
MIR4303	MIR4303
MIR4304	MIR4304
MIR4305	MIR4305
MIR4306	MIR4306
MIR4307	MIR4307
MIR4307HG	MIR4307HG
MIR4308	MIR4308
MIR4309	MIR4309
MIR4310	MIR4310
MIR4311	MIR4311
MIR4312	MIR4312
MIR4313	MIR4313
MIR4314	MIR4314
MIR4315-1	MIR4315-1
MIR4315-2	MIR4315-2
MIR4316	MIR4316
MIR4317	MIR4317
MIR4318	MIR4318
MIR4319	MIR4319
MIR4320	MIR4320
MIR4321	MIR4321
MIR4322	MIR4322
MIR4323	MIR4323
MIR4324	MIR4324
MIR4325	MIR4325
MIR4326	MIR4326
MIR4327	MIR4327
MIR4328	MIR4328
MIR4329	MIR4329
MIR4330	MIR4330
MIR4418	MIR4418
MIR4420	MIR4420
MIR4421	MIR4421
MIR4422	MIR4422
MIR4422HG	MIR4422HG
MIR4423	MIR4423
MIR4424	MIR4424
MIR4425	MIR4425
MIR4426	MIR4426
MIR4427	MIR4427
MIR4428	MIR4428
MIR4429	MIR4429
MIR4430	MIR4430
MIR4431	MIR4431
MIR4432	MIR4432
MIR4432HG	MIR4432HG
MIR4433A	MIR4433A
MIR4433	MIR4433A
MIR4433B	MIR4433B
MIR4434	MIR4434
MIR4435-1	MIR4435-1
MIR4435-2	MIR4435-2
MIR4435-2HG	MIR4435-2HG
MIR4435-1HG	MIR4435-2HG
MIR4436A	MIR4436A
MIR4436B1	MIR4436B1
MIR4436B	MIR4436B1
MIR4436B2	MIR4436B2
MIR4437	MIR4437
MIR4438	MIR4438
MIR4439	MIR4439
MIR4440	MIR4440
MIR4441	MIR4441
MIR4442	MIR4442
MIR4443	MIR4443
MIR4444-1	MIR4444-1
MIR4444	MIR4444-1
MIR4444-2	MIR4444-2
MIR4445	MIR4445
MIR4446	MIR4446
MIR4447	MIR4447
MIR4448	MIR4448
MIR4449	MIR4449
MIR4450	MIR4450
MIR4451	MIR4451
MIR4452	MIR4452
MIR4453	MIR4453
MIR4453HG	MIR4453HG
LINC02486	MIR4453HG
MIR4454	MIR4454
MIR4455	MIR4455
MIR4456	MIR4456
MIR4457	MIR4457
MIR4458	MIR4458
MIR4458HG	MIR4458HG
MIR4460	MIR4460
MIR4462	MIR4462
MIR4463	MIR4463
MIR4464	MIR4464
MIR4465	MIR4465
MIR4466	MIR4466
MIR4467	MIR4467
MIR4468	MIR4468
MIR4469	MIR4469
MIR4470	MIR4470
MIR4471	MIR4471
MIR4472-1	MIR4472-1
MIR4472-2	MIR4472-2
MIR4473	MIR4473
MIR4474	MIR4474
MIR4475	MIR4475
MIR4476	MIR4476
MIR4477A	MIR4477A
MIR4477B	MIR4477B
MIR4478	MIR4478
MIR4479	MIR4479
MIR4480	MIR4480
MIR4481	MIR4481
MIR4482	MIR4482
MIR4482-1	MIR4482
MIR4483	MIR4483
MIR4484	MIR4484
MIR4485	MIR4485
MIR4486	MIR4486
MIR4487	MIR4487
MIR4488	MIR4488
MIR4489	MIR4489
MIR4490	MIR4490
MIR4491	MIR4491
MIR4492	MIR4492
MIR4493	MIR4493
MIR4494	MIR4494
MIR4495	MIR4495
MIR4496	MIR4496
MIR4497	MIR4497
MIR4498	MIR4498
MIR4499	MIR4499
MIR4500	MIR4500
MIR4500HG	MIR4500HG
MIR4501	MIR4501
MIR4502	MIR4502
MIR4503	MIR4503
MIR4504	MIR4504
MIR4505	MIR4505
MIR4506	MIR4506
MIR4507	MIR4507
MIR4508	MIR4508
MIR4509-1	MIR4509-1
MIR4509-2	MIR4509-2
MIR4509-3	MIR4509-3
MIR4510	MIR4510
MIR4511	MIR4511
MIR4512	MIR4512
MIR4513	MIR4513
MIR4514	MIR4514
MIR4515	MIR4515
MIR4516	MIR4516
MIR4517	MIR4517
MIR4518	MIR4518
MIR4519	MIR4519
MIR4520-1	MIR4520-1
MIR4520A	MIR4520-1
MIR4520-2	MIR4520-2
MIR4520B	MIR4520-2
MIR4521	MIR4521
MIR4522	MIR4522
MIR4523	MIR4523
MIR4524A	MIR4524A
MIR4524	MIR4524A
MIR4524B	MIR4524B
MIR4525	MIR4525
MIR4526	MIR4526
MIR4527	MIR4527
MIR4527HG	MIR4527HG
MIR4528	MIR4528
MIR4529	MIR4529
MIR4530	MIR4530
MIR4531	MIR4531
MIR4533	MIR4533
MIR4534	MIR4534
MIR4535	MIR4535
MIR4536-1	MIR4536-1
MIR4536	MIR4536-1
MIR4536-2	MIR4536-2
MIR4537	MIR4537
MIR4538	MIR4538
MIR4539	MIR4539
MIR4540	MIR4540
MIR4632	MIR4632
MIR4633	MIR4633
MIR4634	MIR4634
MIR4635	MIR4635
MIR4636	MIR4636
MIR4637	MIR4637
MIR4638	MIR4638
MIR4639	MIR4639
MIR4640	MIR4640
MIR4641	MIR4641
MIR4642	MIR4642
MIR4643	MIR4643
MIR4644	MIR4644
MIR4645	MIR4645
MIR4646	MIR4646
MIR4647	MIR4647
MIR4648	MIR4648
MIR4649	MIR4649
MIR4650-1	MIR4650-1
MIR4650-2	MIR4650-2
MIR4651	MIR4651
MIR4652	MIR4652
MIR4653	MIR4653
MIR4654	MIR4654
MIR4655	MIR4655
MIR4656	MIR4656
MIR4657	MIR4657
MIR4658	MIR4658
MIR4659A	MIR4659A
MIR4659B	MIR4659B
MIR4660	MIR4660
MIR4661	MIR4661
MIR4662A	MIR4662A
MIR4662B	MIR4662B
MIR4663	MIR4663
MIR4664	MIR4664
MIR4665	MIR4665
MIR4666A	MIR4666A
MIR4666	MIR4666A
MIR4666B	MIR4666B
MIR4667	MIR4667
MIR4668	MIR4668
MIR4669	MIR4669
MIR4670	MIR4670
MIR4671	MIR4671
MIR4672	MIR4672
MIR4673	MIR4673
MIR4674	MIR4674
MIR4675	MIR4675
MIR4676	MIR4676
MIR4677	MIR4677
MIR4678	MIR4678
MIR4679-1	MIR4679-1
MIR4679-2	MIR4679-2
MIR4680	MIR4680
MIR4681	MIR4681
MIR4682	MIR4682
MIR4683	MIR4683
MIR4684	MIR4684
MIR4685	MIR4685
MIR4686	MIR4686
MIR4687	MIR4687
MIR4688	MIR4688
MIR4689	MIR4689
MIR4690	MIR4690
MIR4691	MIR4691
MIR4692	MIR4692
MIR4693	MIR4693
MIR4694	MIR4694
MIR4695	MIR4695
MIR4696	MIR4696
MIR4697	MIR4697
MIR4698	MIR4698
MIR4699	MIR4699
MIR4700	MIR4700
MIR4701	MIR4701
MIR4703	MIR4703
MIR4704	MIR4704
MIR4705	MIR4705
MIR4706	MIR4706
MIR4707	MIR4707
MIR4708	MIR4708
MIR4709	MIR4709
MIR4710	MIR4710
MIR4711	MIR4711
MIR4712	MIR4712
MIR4713	MIR4713
MIR4713HG	MIR4713HG
MIR4714	MIR4714
MIR4715	MIR4715
MIR4716	MIR4716
MIR4717	MIR4717
MIR4718	MIR4718
MIR4719	MIR4719
MIR4720	MIR4720
MIR4721	MIR4721
MIR4722	MIR4722
MIR4723	MIR4723
MIR4724	MIR4724
MIR4725	MIR4725
MIR4726	MIR4726
MIR4727	MIR4727
MIR4728	MIR4728
MIR4729	MIR4729
MIR4730	MIR4730
MIR4731	MIR4731
MIR4732	MIR4732
MIR4733	MIR4733
MIR4733HG	MIR4733HG
MIR4734	MIR4734
MIR4735	MIR4735
MIR4736	MIR4736
MIR4737	MIR4737
MIR4738	MIR4738
MIR4739	MIR4739
MIR4740	MIR4740
MIR4741	MIR4741
MIR4742	MIR4742
MIR4743	MIR4743
MIR4744	MIR4744
MIR4745	MIR4745
MIR4746	MIR4746
MIR4747	MIR4747
MIR4748	MIR4748
MIR4749	MIR4749
MIR4750	MIR4750
MIR4751	MIR4751
MIR4752	MIR4752
MIR4753	MIR4753
MIR4754	MIR4754
MIR4755	MIR4755
MIR4756	MIR4756
MIR4757	MIR4757
MIR4758	MIR4758
MIR4759	MIR4759
MIR4760	MIR4760
MIR4761	MIR4761
MIR4762	MIR4762
MIR4763	MIR4763
MIR4764	MIR4764
MIR4765	MIR4765
MIR4766	MIR4766
MIR4767	MIR4767
MIR4768	MIR4768
MIR4769	MIR4769
MIR4770	MIR4770
MIR4771-1	MIR4771-1
MIR4771-2	MIR4771-2
MIR4772	MIR4772
MIR4773-1	MIR4773-1
MIR4773-2	MIR4773-2
MIR4774	MIR4774
MIR4775	MIR4775
MIR4776-1	MIR4776-1
MIR4776-2	MIR4776-2
MIR4777	MIR4777
MIR4778	MIR4778
MIR4779	MIR4779
MIR4780	MIR4780
MIR4781	MIR4781
MIR4782	MIR4782
MIR4783	MIR4783
MIR4784	MIR4784
MIR4785	MIR4785
MIR4786	MIR4786
MIR4787	MIR4787
MIR4788	MIR4788
MIR4789	MIR4789
MIR4790	MIR4790
MIR4791	MIR4791
MIR4793	MIR4793
MIR4794	MIR4794
MIR4795	MIR4795
MIR4796	MIR4796
MIR4797	MIR4797
MIR4798	MIR4798
MIR4799	MIR4799
MIR4800	MIR4800
MIR4801	MIR4801
MIR4802	MIR4802
MIR4803	MIR4803
MIR4804	MIR4804
MIR4999	MIR4999
MIR5000	MIR5000
MIR5001	MIR5001
MIR5002	MIR5002
MIR5003	MIR5003
MIR5004	MIR5004
MIR5006	MIR5006
MIR5007	MIR5007
MIR5008	MIR5008
MIR5009	MIR5009
MIR5010	MIR5010
MIR5011	MIR5011
MIR5047	MIR5047
MIR5087	MIR5087
MIR5088	MIR5088
MIR5089	MIR5089
MIR5090	MIR5090
MIR5091	MIR5091
MIR5092	MIR5092
MIR5093	MIR5093
MIR5094	MIR5094
MIR5100	MIR5100
MIR5186	MIR5186
MIR5187	MIR5187
MIR5188	MIR5188
MIR5189	MIR5189
MIR5190	MIR5190
MIR5191	MIR5191
MIR5192	MIR5192
MIR5193	MIR5193
MIR5194	MIR5194
MIR5195	MIR5195
MIR5196	MIR5196
MIR5197	MIR5197
MIR5571	MIR5571
MIR5572	MIR5572
MIR5579	MIR5579
MIR5580	MIR5580
MIR5581	MIR5581
MIR5582	MIR5582
MIR5583-1	MIR5583-1
MIR5583-2	MIR5583-2
MIR5584	MIR5584
MIR5585	MIR5585
MIR5586	MIR5586
MIR5587	MIR5587
MIR5588	MIR5588
MIR5589	MIR5589
MIR5590	MIR5590
MIR5591	MIR5591
MIR5680	MIR5680
MIR5681A	MIR5681A
MIR5681B	MIR5681B
MIR5682	MIR5682
MIR5683	MIR5683
MIR5684	MIR5684
MIR5685	MIR5685
MIR5687	MIR5687
MIR5688	MIR5688
MIR5689	MIR5689
MIR5689HG	MIR5689HG
MIR5690	MIR5690
MIR5691	MIR5691
MIR5692A1	MIR5692A1
MIR5692A2	MIR5692A2
MIR5692B	MIR5692B
MIR5692C1	MIR5692C1
MIR5692C2	MIR5692C2
MIR5693	MIR5693
MIR5694	MIR5694
MIR5695	MIR5695
MIR5696	MIR5696
MIR5697	MIR5697
MIR5698	MIR5698
MIR5699	MIR5699
MIR5700	MIR5700
MIR5701-1	MIR5701-1
MIR5701-2	MIR5701-2
MIR5701-3	MIR5701-3
MIR5702	MIR5702
MIR5703	MIR5703
MIR5704	MIR5704
MIR5705	MIR5705
MIR5706	MIR5706
MIR5707	MIR5707
MIR5708	MIR5708
MIR5739	MIR5739
MIR5787	MIR5787
MIR6068	MIR6068
MIR6069	MIR6069
MIR6070	MIR6070
MIR6071	MIR6071
MIR6072	MIR6072
MIR6073	MIR6073
MIR6074	MIR6074
MIR6075	MIR6075
MIR6076	MIR6076
MIR6077	MIR6077
MIR6077-2	MIR6077
MIR6077-1	MIR6077
MIR6078	MIR6078
MIR6079	MIR6079
MIR6080	MIR6080
MIR6081	MIR6081
MIR6082	MIR6082
MIR6083	MIR6083
MIR6084	MIR6084
MIR6085	MIR6085
MIR6086	MIR6086
MIR6088	MIR6088
MIR6089	MIR6089
MIR6089-1	MIR6089
MIR6089-2	MIR6089
MIR6090	MIR6090
MIR6124	MIR6124
MIR6125	MIR6125
MIR6126	MIR6126
MIR6127	MIR6127
MIR6128	MIR6128
MIR6129	MIR6129
MIR6130	MIR6130
MIR6131	MIR6131
MIR6132	MIR6132
MIR6133	MIR6133
MIR6134	MIR6134
MIR6165	MIR6165
MIR6499	MIR6499
MIR6500	MIR6500
MIR6501	MIR6501
MIR6502	MIR6502
MIR6503	MIR6503
MIR6504	MIR6504
MIR6505	MIR6505
MIR6506	MIR6506
MIR6507	MIR6507
MIR6508	MIR6508
MIR6509	MIR6509
MIR6510	MIR6510
MIR6511A1	MIR6511A1
MIR6511A2	MIR6511A2
MIR6511A3	MIR6511A3
MIR6511A4	MIR6511A4
MIR6511B1	MIR6511B1
MIR6511B2	MIR6511B2
MIR6512	MIR6512
MIR6513	MIR6513
MIR6514	MIR6514
MIR6515	MIR6515
MIR6516	MIR6516
MIR6529	MIR6529
MIR6715A	MIR6715A
MIR6715B	MIR6715B
MIR6716	MIR6716
MIR6717	MIR6717
MIR6718	MIR6718
MIR6719	MIR6719
MIR6720	MIR6720
MIR6721	MIR6721
MIR6722	MIR6722
MIR6724-1	MIR6724-1
MIR6724-2	MIR6724-2
MIR6724-3	MIR6724-3
MIR6724-4	MIR6724-4
MIR6726	MIR6726
MIR6727	MIR6727
MIR6728	MIR6728
MIR6729	MIR6729
MIR6730	MIR6730
MIR6731	MIR6731
MIR6732	MIR6732
MIR6733	MIR6733
MIR6734	MIR6734
MIR6735	MIR6735
MIR6736	MIR6736
MIR6737	MIR6737
MIR6738	MIR6738
MIR6739	MIR6739
MIR6740	MIR6740
MIR6741	MIR6741
MIR6742	MIR6742
MIR6743	MIR6743
MIR6744	MIR6744
MIR6745	MIR6745
MIR6746	MIR6746
MIR6747	MIR6747
MIR6748	MIR6748
MIR6749	MIR6749
MIR6750	MIR6750
MIR6751	MIR6751
MIR6752	MIR6752
MIR6753	MIR6753
MIR6754	MIR6754
MIR6755	MIR6755
MIR6756	MIR6756
MIR6757	MIR6757
MIR6758	MIR6758
MIR6759	MIR6759
MIR6760	MIR6760
MIR6761	MIR6761
MIR6762	MIR6762
MIR6763	MIR6763
MIR6764	MIR6764
MIR6765	MIR6765
MIR6766	MIR6766
MIR6767	MIR6767
MIR6768	MIR6768
MIR6769A	MIR6769A
MIR6769B	MIR6769B
MIR6770-1	MIR6770-1
MIR6770-2	MIR6770-2
MIR6770-3	MIR6770-3
MIR6771	MIR6771
MIR6772	MIR6772
MIR6773	MIR6773
MIR6774	MIR6774
MIR6775	MIR6775
MIR6776	MIR6776
MIR6777	MIR6777
MIR6778	MIR6778
MIR6779	MIR6779
MIR6780A	MIR6780A
MIR6780B	MIR6780B
MIR6781	MIR6781
MIR6782	MIR6782
MIR6783	MIR6783
MIR6784	MIR6784
MIR6785	MIR6785
MIR6786	MIR6786
MIR6787	MIR6787
MIR6788	MIR6788
MIR6789	MIR6789
MIR6790	MIR6790
MIR6791	MIR6791
MIR6792	MIR6792
MIR6793	MIR6793
MIR6794	MIR6794
MIR6795	MIR6795
MIR6796	MIR6796
MIR6797	MIR6797
MIR6798	MIR6798
MIR6799	MIR6799
MIR6800	MIR6800
MIR6801	MIR6801
MIR6802	MIR6802
MIR6803	MIR6803
MIR6804	MIR6804
MIR6805	MIR6805
MIR6806	MIR6806
MIR6807	MIR6807
MIR6808	MIR6808
MIR6809	MIR6809
MIR6810	MIR6810
MIR6811	MIR6811
MIR6812	MIR6812
MIR6813	MIR6813
MIR6814	MIR6814
MIR6815	MIR6815
MIR6816	MIR6816
MIR6817	MIR6817
MIR6818	MIR6818
MIR6819	MIR6819
MIR6820	MIR6820
MIR6821	MIR6821
MIR6822	MIR6822
MIR6823	MIR6823
MIR6824	MIR6824
MIR6825	MIR6825
MIR6826	MIR6826
MIR6827	MIR6827
MIR6828	MIR6828
MIR6829	MIR6829
MIR6830	MIR6830
MIR6831	MIR6831
MIR6832	MIR6832
MIR6833	MIR6833
MIR6834	MIR6834
MIR6835	MIR6835
MIR6836	MIR6836
MIR6837	MIR6837
MIR6838	MIR6838
MIR6839	MIR6839
MIR6840	MIR6840
MIR6841	MIR6841
MIR6842	MIR6842
MIR6843	MIR6843
MIR6844	MIR6844
MIR6845	MIR6845
MIR6846	MIR6846
MIR6847	MIR6847
MIR6848	MIR6848
MIR6849	MIR6849
MIR6850	MIR6850
MIR6851	MIR6851
MIR6852	MIR6852
MIR6853	MIR6853
MIR6854	MIR6854
MIR6855	MIR6855
MIR6856	MIR6856
MIR6857	MIR6857
MIR6858	MIR6858
MIR6859-1	MIR6859-1
MIR6859-2	MIR6859-2
MIR6859-3	MIR6859-3
MIR6859-4	MIR6859-4
MIR6860	MIR6860
MIR6861	MIR6861
MIR6862-1	MIR6862-1
MIR6862-2	MIR6862-2
MIR6863	MIR6863
MIR6864	MIR6864
MIR6865	MIR6865
MIR6866	MIR6866
MIR6867	MIR6867
MIR6868	MIR6868
MIR6869	MIR6869
MIR6870	MIR6870
MIR6871	MIR6871
MIR6872	MIR6872
MIR6873	MIR6873
MIR6874	MIR6874
MIR6875	MIR6875
MIR6876	MIR6876
MIR6877	MIR6877
MIR6878	MIR6878
MIR6879	MIR6879
MIR6880	MIR6880
MIR6881	MIR6881
MIR6882	MIR6882
MIR6883	MIR6883
MIR6884	MIR6884
MIR6885	MIR6885
MIR6886	MIR6886
MIR6887	MIR6887
MIR6888	MIR6888
MIR6889	MIR6889
MIR6890	MIR6890
MIR6891	MIR6891
MIR6892	MIR6892
MIR6893	MIR6893
MIR6894	MIR6894
MIR6895	MIR6895
MIR7106	MIR7106
MIR7107	MIR7107
MIR7108	MIR7108
MIR7109	MIR7109
MIR7110	MIR7110
MIR7111	MIR7111
MIR7112	MIR7112
MIR7112-2	MIR7112
MIR7112-1	MIR7112
MIR7113	MIR7113
MIR7114	MIR7114
MIR7150	MIR7150
MIR7151	MIR7151
MIR7152	MIR7152
MIR7153	MIR7153
MIR7154	MIR7154
MIR7155	MIR7155
MIR7156	MIR7156
MIR7157	MIR7157
MIR7158	MIR7158
MIR7159	MIR7159
MIR7160	MIR7160
MIR7161	MIR7161
MIR7162	MIR7162
MIR7515	MIR7515
MIR7515HG	MIR7515HG
MIR7702	MIR7702
MIR7703	MIR7703
MIR7704	MIR7704
MIR7705	MIR7705
MIR7706	MIR7706
MIR7843	MIR7843
MIR7844	MIR7844
MIR7845	MIR7845
MIR7846	MIR7846
MIR7847	MIR7847
MIR7848	MIR7848
MIR7849	MIR7849
MIR7850	MIR7850
MIR7851	MIR7851
MIR7852	MIR7852
MIR7853	MIR7853
MIR7854	MIR7854
MIR7855	MIR7855
MIR7856	MIR7856
MIR7973-1	MIR7973-1
MIR7973-2	MIR7973-2
MIR7974	MIR7974
MIR7975	MIR7975
MIR7976	MIR7976
MIR7977	MIR7977
MIR7978	MIR7978
MIR8052	MIR8052
MIR8053	MIR8053
MIR8054	MIR8054
MIR8055	MIR8055
MIR8056	MIR8056
MIR8057	MIR8057
MIR8058	MIR8058
MIR8059	MIR8059
MIR8060	MIR8060
MIR8061	MIR8061
MIR8062	MIR8062
MIR8063	MIR8063
MIR8064	MIR8064
MIR8065	MIR8065
MIR8066	MIR8066
MIR8067	MIR8067
MIR8068	MIR8068
MIR8069	MIR8069
MIR8069-2	MIR8069
MIR8070	MIR8070
MIR8071-1	MIR8071-1
MIR8071-2	MIR8071-2
MIR8072	MIR8072
MIR8073	MIR8073
MIR8074	MIR8074
MIR8075	MIR8075
MIR8076	MIR8076
MIR8077	MIR8077
MIR8078	MIR8078
MIR8079	MIR8079
MIR8080	MIR8080
MIR8081	MIR8081
MIR8082	MIR8082
MIR8083	MIR8083
MIR8084	MIR8084
MIR8085	MIR8085
MIR8086	MIR8086
MIR8087	MIR8087
MIR8088	MIR8088
MIR8089	MIR8089
MIR8485	MIR8485
MIR9500	MIR9500
MIR9718	MIR9718
MIR9851	MIR9851
MIR9898	MIR9898
MIR9899	MIR9899
MIR9900	MIR9900
MIR9901	MIR9901
MIR9902-1	MIR9902-1
MIR9902-2	MIR9902-2
MIR9903	MIR9903
MIR9983	MIR9983
MIR9985	MIR9985
MIR9986	MIR9986
MIR10226	MIR10226
MIR10392	MIR10392
MIR10393	MIR10393
MIR10394	MIR10394
MIR10396A	MIR10396A
MIR10396B	MIR10396B
MIR10397	MIR10397
MIR10398	MIR10398
MIR10399	MIR10399
MIR10400	MIR10400
MIR10522	MIR10522
MIR10523	MIR10523
MIR10524	MIR10524
MIR10525	MIR10525
MIR10526	MIR10526
MIR10527	MIR10527
MIR11181	MIR11181
MIR11399	MIR11399
MIR11400	MIR11400
MIR11401	MIR11401
MIR12113	MIR12113
MIR12114	MIR12114
MIR12115	MIR12115
MIR12116	MIR12116
MIR12117	MIR12117
MIR12118	MIR12118
MIR12119	MIR12119
MIR12120	MIR12120
MIR12121	MIR12121
MIR12122	MIR12122
MIR12123	MIR12123
MIR12124	MIR12124
MIR12125	MIR12125
MIR12126	MIR12126
MIR12127	MIR12127
MIR12128	MIR12128
MIR12129	MIR12129
MIR12130	MIR12130
MIR12131	MIR12131
MIR12132	MIR12132
MIR12133	MIR12133
MIR12135	MIR12135
MIR12136	MIR12136
MIRLET7A1	MIRLET7A1
MIRNLET7A1	MIRLET7A1
MIRLET7A1HG	MIRLET7A1HG
MIRLET7A2	MIRLET7A2
MIRNLET7A2	MIRLET7A2
MIRLET7A3	MIRLET7A3
MIRNLET7A3	MIRLET7A3
MIRLET7B	MIRLET7B
MIRNLET7B	MIRLET7B
MIRLET7BHG	MIRLET7BHG
MIRLET7C	MIRLET7C
MIRNLET7C	MIRLET7C
MIRLET7D	MIRLET7D
MIRNLET7D	MIRLET7D
MIRLET7E	MIRLET7E
MIRNLET7E	MIRLET7E
MIRLET7F1	MIRLET7F1
MIRNLET7F1	MIRLET7F1
MIRLET7F2	MIRLET7F2
MIRNLET7F2	MIRLET7F2
MIRLET7G	MIRLET7G
MIRNLET7G	MIRLET7G
MIRLET7I	MIRLET7I
MIRNLET7I	MIRLET7I
MIRLET7IHG	MIRLET7IHG
MIS12	MIS12
MIS18A	MIS18A
C21orf46	MIS18A
C21orf45	MIS18A
MIS18A-AS1	MIS18A-AS1
MIS18BP1	MIS18BP1
C14orf106	MIS18BP1
MISFA	MISFA
SPTY2D1-AS1	MISFA
SPTY2D1OS	MISFA
MISP	MISP
C19orf21	MISP
MISP3	MISP3
MITA1	MITA1
MITD1	MITD1
MITF	MITF
WS2A	MITF
WS2	MITF
MIX23	MIX23
CCDC58	MIX23
MIX23P1	MIX23P1
CCDC58P1	MIX23P1
MIX23P2	MIX23P2
CCDC58P2	MIX23P2
MIX23P3	MIX23P3
CCDC58P3	MIX23P3
MIX23P4	MIX23P4
CCDC58P4	MIX23P4
MIX23P5	MIX23P5
CCDC58P5	MIX23P5
MIXL1	MIXL1
MKI67	MKI67
MKI67P1	MKI67P1
MKKS	MKKS
BBS6	MKKS
MKLN1	MKLN1
MKLN1-AS	MKLN1-AS
MKLN1-AS2	MKLN1-AS
MKNK1	MKNK1
MKNK1-AS1	MKNK1-AS1
MKNK2	MKNK2
GPRK7	MKNK2
MKNK2P1	MKNK2P1
MKRN1	MKRN1
MKRN2	MKRN2
MKRN2OS	MKRN2OS
MKRN2-AS1	MKRN2OS
C3orf83	MKRN2OS
MKRN3	MKRN3
ZNF127	MKRN3
D15S9	MKRN3
MKRN4P	MKRN4P
ZNF127L1	MKRN4P
MKRN4	MKRN4P
MKRNP5	MKRN4P
MKRN5P	MKRN5P
ZNF127L2	MKRN5P
MKRNP1	MKRN5P
MKRN6P	MKRN6P
MKRNP2	MKRN6P
MKRN7P	MKRN7P
ZNF127L5	MKRN7P
MKRNP3	MKRN7P
MKRN8P	MKRN8P
ZNF127L4	MKRN8P
MKRNP4	MKRN8P
MKRN9P	MKRN9P
ZNF127L3	MKRN9P
MKRN5	MKRN9P
MKRNP6	MKRN9P
MKS1	MKS1
MKS	MKS1
MKX	MKX
C10orf48	MKX
IRXL1	MKX
MKX-AS1	MKX-AS1
MLANA	MLANA
MLC1	MLC1
MLEC	MLEC
KIAA0152	MLEC
MLECP1	MLECP1
MLF1	MLF1
MLF1-DT	MLF1-DT
MLF2	MLF2
MLH1	MLH1
COCA2	MLH1
MLH3	MLH3
MLIP	MLIP
C6orf142	MLIP
MLIP-AS1	MLIP-AS1
MLIP-IT1	MLIP-IT1
MLKL	MLKL
MLLT1	MLLT1
MLLT3	MLLT3
MLLT6	MLLT6
MLLT10	MLLT10
MLLT10P1	MLLT10P1
MLLT10L	MLLT10P1
MLLT10P2	MLLT10P2
MLLT11	MLLT11
MLN	MLN
MLNR	MLNR
GPR38	MLNR
MLPH	MLPH
MLST8	MLST8
MLX	MLX
TCFL4	MLX
MLXIP	MLXIP
MLXIPL	MLXIPL
WBSCR14	MLXIPL
MLXP1	MLXP1
MLYCD	MLYCD
MMAA	MMAA
MMAB	MMAB
MMACHC	MMACHC
MMACHCP1	MMACHCP1
MMADHC	MMADHC
